"X","SITE","Richardson_Slope","GEBCO_slope","resid","predict_steep","ISLAND","REGION"
1106,"HAW-00697",7.557311891,7.53553056716919,0.02178132383081,"Shallow","Hawaii","MHI"
1107,"HAW-00735",12.34683369,9.45760822296143,2.88922546703857,"Steep","Hawaii","MHI"
1108,"HAW-00687",24.9405439,7.89065992832184,17.0498839716782,"Steep","Hawaii","MHI"
1109,"HAW-00719",6.609409517,3.68368029594421,2.92572922105579,"Shallow","Hawaii","MHI"
1110,"HAW-00732",21.19150566,26.3922576904297,-5.2007520304297,"Steep","Hawaii","MHI"
1111,"HAW-00532",3.307852347,5.0524160861969,-1.7445637391969,"Shallow","Hawaii","MHI"
1112,"HAW-00486",2.441164649,2.9751638174057,-0.5339991684057,"Shallow","Hawaii","MHI"
1113,"HAW-00591",3.27524198,3.80921117464701,-0.53396919464701,"Shallow","Hawaii","MHI"
1114,"HAW-00583",1.263390624,3.01538586616516,-1.75199524216516,"Shallow","Hawaii","MHI"
1115,"HAW-00526",2.051527473,2.52451777458191,-0.47299030158191,"Shallow","Hawaii","MHI"
1116,"HAW-00488",4.144041297,3.60177159309387,0.54226970390613,"Shallow","Hawaii","MHI"
1117,"HAW-00540",1.531190479,3.07719612121582,-1.54600564221582,"Shallow","Hawaii","MHI"
1118,"HAW-00492",1.733520877,1.2641022503376,0.4694186266624,"Shallow","Hawaii","MHI"
1119,"HAW-00535",5.080750741,1.66029421488444,3.42045652611556,"Shallow","Hawaii","MHI"
1120,"HAW-00623",3.257051067,1.62716265022755,1.62988841677245,"Shallow","Hawaii","MHI"
1121,"MAI-00500",3.732164827,4.76555061340332,-1.03338578640332,"Shallow","Maui","MHI"
1122,"MAI-00471",2.823773453,3.10161447525024,-0.27784102225024,"Shallow","Maui","MHI"
1123,"MAI-00477",3.387377618,3.87088346481323,-0.48350584681323,"Shallow","Maui","MHI"
1124,"MAI-00472",3.681221754,1.94326686859131,1.73795488540869,"Shallow","Maui","MHI"
1125,"MAI-00468",3.749430937,2.7785187959671,0.9709121410329,"Shallow","Maui","MHI"
1126,"KAU-00330",0.63818044,0.795901596546173,-0.157721156546173,"Shallow","Kauai","MHI"
1127,"NII-00220",5.46863177,4.23738926649094,1.23124250350906,"Shallow","Niihau","MHI"
1128,"NII-00249",1.738974877,1.69018030166626,0.04879457533374,"Shallow","Niihau","MHI"
1129,"NII-00251",1.277612459,1.04841262102127,0.22919983797873,"Shallow","Niihau","MHI"
1130,"NII-00293",1.387323031,1.70182579755783,-0.31450276655783,"Shallow","Niihau","MHI"
1131,"KAU-00223",1.617963903,3.56556010246277,-1.94759619946277,"Shallow","Kauai","MHI"
1132,"OAH-00524",1.731902087,1.45580327510834,0.27609881189166,"Shallow","Oahu","MHI"
1133,"OAH-00508",1.595319949,1.06889669100444,0.52642325799556,"Shallow","Oahu","MHI"
1134,"OAH-00504",2.307481876,1.642165184021,0.665316691979,"Shallow","Oahu","MHI"
1135,"OAH-00522",1.622334333,1.56569850444794,0.0566358285520601,"Shallow","Oahu","MHI"
1136,"OAH-00515",1.654380765,2.30124366283417,-0.64686289783417,"Shallow","Oahu","MHI"
1137,"OAH-00511",1.807259533,2.31635272502899,-0.50909319202899,"Shallow","Oahu","MHI"
1138,"OAH-00620",1.772480259,2.1540641784668,-0.3815839194668,"Shallow","Oahu","MHI"
1139,"MOL-00501",1.047926054,1.036940574646,0.0109854793539998,"Shallow","Molokai","MHI"
1140,"MOL-00435",2.528165985,1.87363457679748,0.65453140820252,"Shallow","Molokai","MHI"
1141,"MOL-00426",3.673394273,2.72407031059265,0.94932396240735,"Shallow","Molokai","MHI"
1142,"MOL-00438",3.038978315,3.55376482009888,-0.51478650509888,"Shallow","Molokai","MHI"
1143,"MOL-00425",2.673183667,2.74001348018646,-0.0668298131864602,"Shallow","Molokai","MHI"
1144,"MOL-00436",2.958791804,1.81751275062561,1.14127905337439,"Shallow","Molokai","MHI"
1145,"MOL-00429",2.689082738,2.15028285980225,0.53879987819775,"Shallow","Molokai","MHI"
1146,"LAN-00309",3.159822524,1.31564483046532,1.84417769353468,"Shallow","Lanai","MHI"
1147,"LAN-00250",2.324054319,1.5560245513916,0.7680297676084,"Shallow","Lanai","MHI"
1148,"LAN-00239",2.005979528,0.810230672359467,1.19574885564053,"Shallow","Lanai","MHI"
1149,"LAN-00241",1.669348746,0.805184960365295,0.864163785634705,"Shallow","Lanai","MHI"
1150,"LAN-00302",3.64881815,4.89551401138306,-1.24669586138306,"Shallow","Lanai","MHI"
1151,"LAN-00269",4.431749968,4.4493088722229,-0.0175589042229003,"Shallow","Lanai","MHI"
1152,"LAN-00261",3.693640985,4.98452377319336,-1.29088278819336,"Shallow","Lanai","MHI"
1153,"OAH-00569",2.334756103,9.73027467727661,-7.39551857427661,"Shallow","Oahu","MHI"
1154,"OAH-00572",2.004856559,5.58057546615601,-3.57571890715601,"Shallow","Oahu","MHI"
1155,"OAH-00910",3.335562861,10.2009097735087,-6.8653469125087,"Shallow","Oahu","MHI"
1156,"OAH-00453",2.425299367,2.30345964431763,0.12183972268237,"Shallow","Oahu","MHI"
1157,"OAH-00451",2.560380036,2.58323431015015,-0.0228542741501498,"Shallow","Oahu","MHI"
1158,"OAH-00432",2.279278121,2.45749473571777,-0.17821661471777,"Shallow","Oahu","MHI"
1159,"OAH-00421",3.002061806,2.63198828697205,0.37007351902795,"Shallow","Oahu","MHI"
1160,"OAH-00403",2.370562886,3.26310467720032,-0.89254179120032,"Shallow","Oahu","MHI"
1161,"OAH-00417",1.759285658,1.74276277422905,0.0165228837709501,"Shallow","Oahu","MHI"
1162,"OAH-00382",1.160532387,2.97595643997192,-1.81542405297192,"Shallow","Oahu","MHI"
1163,"OAH-00386",2.766729053,1.68748569488525,1.07924335811475,"Shallow","Oahu","MHI"
1164,"OAH-00385",2.508463128,4.89357781410217,-2.38511468610217,"Shallow","Oahu","MHI"
1165,"OAH-00429",3.10741782,2.02578449249268,1.08163332750732,"Shallow","Oahu","MHI"
1166,"OAH-00423",1.70081246,1.16381883621216,0.53699362378784,"Shallow","Oahu","MHI"
1167,"GUA-01084",10.71923645,14.0002293586731,-3.2809929086731,"Steep","Guam","S.MARIAN"
1168,"GUA-01125",7.695561211,10.9214353561401,-3.2258741451401,"Shallow","Guam","S.MARIAN"
1169,"GUA-01056",8.865808216,9.76547527313232,-0.899667057132321,"Shallow","Guam","S.MARIAN"
1170,"GUA-01053",18.4041431,14.8526309331258,3.5515121668742,"Steep","Guam","S.MARIAN"
1171,"GUA-01080",9.740712798,15.4465155601501,-5.7058027621501,"Shallow","Guam","S.MARIAN"
1172,"GUA-01093",5.107238734,13.8599462509155,-8.7527075169155,"Shallow","Guam","S.MARIAN"
1173,"GUA-01134",9.686282418,11.4221611022949,-1.7358786842949,"Shallow","Guam","S.MARIAN"
1174,"GUA-01062",7.254106451,9.54321670532227,-2.28911025432227,"Shallow","Guam","S.MARIAN"
1175,"GUA-01098",9.163062658,12.8847970962524,-3.7217344382524,"Shallow","Guam","S.MARIAN"
1176,"GUA-00955",18.95213897,12.8398536046346,6.1122853653654,"Steep","Guam","S.MARIAN"
1177,"GUA-01141",10.16365011,12.2092700004578,-2.0456198904578,"Steep","Guam","S.MARIAN"
1178,"GUA-01128",16.76703979,20.2552194595337,-3.4881796695337,"Steep","Guam","S.MARIAN"
1179,"GUA-01086",17.21295908,18.6291599273682,-1.4162008473682,"Steep","Guam","S.MARIAN"
1180,"GUA-00954",7.018197953,8.0177264213562,-0.9995284683562,"Shallow","Guam","S.MARIAN"
1181,"GUA-01115",7.876867019,12.6787528991699,-4.8018858801699,"Shallow","Guam","S.MARIAN"
1182,"GUA-01082",16.71596254,19.4348125457764,-2.7188500057764,"Steep","Guam","S.MARIAN"
1183,"GUA-01077",10.14897084,16.6781113147736,-6.5291404747736,"Steep","Guam","S.MARIAN"
1184,"GUA-01079",18.2705763,17.877925157547,0.392651142452998,"Steep","Guam","S.MARIAN"
1185,"GUA-01066",12.1180318,15.9691041310628,-3.8510723310628,"Steep","Guam","S.MARIAN"
1186,"GUA-01111",5.967619277,17.6109924316406,-11.6433731546406,"Shallow","Guam","S.MARIAN"
1187,"GUA-01109",7.154853571,12.5701694488525,-5.4153158778525,"Shallow","Guam","S.MARIAN"
1188,"GUA-01107",9.946413361,24.3114137649536,-14.3650004039536,"Shallow","Guam","S.MARIAN"
1189,"GUA-00959",6.388273031,4.96917319297791,1.41909983802209,"Shallow","Guam","S.MARIAN"
1190,"GUA-01005",6.524359356,3.70377373695373,2.82058561904627,"Shallow","Guam","S.MARIAN"
1191,"GUA-00948",5.237680328,5.98615837097168,-0.74847804297168,"Shallow","Guam","S.MARIAN"
1192,"GUA-00958",6.603675856,7.27523946762085,-0.67156361162085,"Shallow","Guam","S.MARIAN"
1193,"GUA-00988",5.314218567,7.28510284423828,-1.97088427723828,"Shallow","Guam","S.MARIAN"
1194,"GUA-00944",6.635158128,6.91261100769043,-0.27745287969043,"Shallow","Guam","S.MARIAN"
1195,"GUA-00949",9.053215867,8.7238130569458,0.3294028100542,"Shallow","Guam","S.MARIAN"
1196,"GUA-00945",6.736636784,8.78852462768555,-2.05188784368555,"Shallow","Guam","S.MARIAN"
1197,"GUA-01023",6.810472999,8.93005466461182,-2.11958166561182,"Shallow","Guam","S.MARIAN"
1198,"GUA-01012",5.492324352,5.49560689926147,-0.00328254726147037,"Shallow","Guam","S.MARIAN"
1199,"GUA-01022",9.414656197,12.101465066274,-2.686808869274,"Shallow","Guam","S.MARIAN"
1200,"GUA-01031",10.0741418,15.8866399129232,-5.8124981129232,"Steep","Guam","S.MARIAN"
1201,"GUA-01083",4.687490346,5.3228349685669,-0.6353446225669,"Shallow","Guam","S.MARIAN"
1202,"GUA-01026",8.234738744,13.4491100311279,-5.2143712871279,"Shallow","Guam","S.MARIAN"
1203,"GUA-01011",12.19990969,15.9350153605143,-3.7351056705143,"Steep","Guam","S.MARIAN"
1204,"GUA-01010",3.878712286,3.50672698020935,0.37198530579065,"Shallow","Guam","S.MARIAN"
1205,"GUA-01105",3.116878261,3.45931911468506,-0.34244085368506,"Shallow","Guam","S.MARIAN"
1206,"GUA-01074",4.827420449,4.30392646789551,0.52349398110449,"Shallow","Guam","S.MARIAN"
1207,"GUA-01081",17.59514603,20.6110486984253,-3.0159026684253,"Steep","Guam","S.MARIAN"
1208,"GUA-01143",11.38135352,17.877925157547,-6.496571637547,"Steep","Guam","S.MARIAN"
1209,"GUA-01090",4.090782593,13.1837561925252,-9.0929735995252,"Shallow","Guam","S.MARIAN"
1210,"GUA-01038",17.35184018,17.0012210210164,0.350619158983601,"Steep","Guam","S.MARIAN"
1211,"GUA-01039",13.85185084,17.0012210210164,-3.1493701810164,"Steep","Guam","S.MARIAN"
1212,"GUA-01047",15.49495005,19.8987820943197,-4.4038320443197,"Steep","Guam","S.MARIAN"
1213,"GUA-01046",15.46598064,18.6717103322347,-3.2057296922347,"Steep","Guam","S.MARIAN"
1214,"GUA-01094",15.60497072,18.3629159927368,-2.7579452727368,"Steep","Guam","S.MARIAN"
1215,"GUA-01037",23.57403877,20.5226879119873,3.0513508580127,"Steep","Guam","S.MARIAN"
1216,"GUA-01043",12.85110454,14.5651156107585,-1.7140110707585,"Steep","Guam","S.MARIAN"
1217,"GUA-01087",12.62133908,14.1936459541321,-1.5723068741321,"Steep","Guam","S.MARIAN"
1218,"GUA-01073",10.98622857,9.56793753306071,1.41829103693929,"Steep","Guam","S.MARIAN"
1219,"GUA-01140",8.2322126,11.0942573547363,-2.8620447547363,"Shallow","Guam","S.MARIAN"
1220,"GUA-01063",7.720539364,9.97242116928101,-2.25188180528101,"Shallow","Guam","S.MARIAN"
1221,"ROT-00210",6.644564278,9.44363212585449,-2.79906784785449,"Shallow","Rota","S.MARIAN"
1222,"ROT-00237",5.528859381,9.76796054840088,-4.23910116740088,"Shallow","Rota","S.MARIAN"
1223,"ROT-00207",4.584533722,6.36573123931885,-1.78119751731885,"Shallow","Rota","S.MARIAN"
1224,"ROT-00208",6.617593203,5.960862159729,0.656731043271,"Shallow","Rota","S.MARIAN"
1225,"ROT-00234",5.703129925,5.18980964024862,0.51332028475138,"Shallow","Rota","S.MARIAN"
1226,"ROT-00206",4.366017255,5.58453877766927,-1.21852152266927,"Shallow","Rota","S.MARIAN"
1227,"ROT-00256",4.528825772,14.429497718811,-9.900671946811,"Shallow","Rota","S.MARIAN"
1228,"ROT-00272",4.145692098,6.92586612701416,-2.78017402901416,"Shallow","Rota","S.MARIAN"
1229,"ROT-00254",8.749340963,12.8795366287231,-4.1301956657231,"Shallow","Rota","S.MARIAN"
1230,"ROT-00240",5.84292278,8.95040893554688,-3.10748615554688,"Shallow","Rota","S.MARIAN"
1231,"ROT-00233",6.627676116,7.27359747886658,-0.64592136286658,"Shallow","Rota","S.MARIAN"
1232,"ROT-00235",5.823634808,6.11324787139893,-0.28961306339893,"Shallow","Rota","S.MARIAN"
1233,"ROT-00224",16.64257461,16.4204387664795,0.222135843520501,"Steep","Rota","S.MARIAN"
1234,"ROT-00220",8.397688274,10.2371349334717,-1.8394466594717,"Shallow","Rota","S.MARIAN"
1235,"ROT-00209",12.61646037,12.7325949668884,-0.116134596888399,"Steep","Rota","S.MARIAN"
1236,"ROT-00229",8.797097178,9.66419760386149,-0.867100425861491,"Shallow","Rota","S.MARIAN"
1237,"ROT-00216",6.378512046,8.83926391601562,-2.46075187001562,"Shallow","Rota","S.MARIAN"
1238,"AGU-00200",18.42273366,18.6915655136108,-0.268831853610802,"Steep","Aguijan","S.MARIAN"
1239,"AGU-00144",18.51984206,20.2123174667358,-1.6924754067358,"Steep","Aguijan","S.MARIAN"
1240,"AGU-00133",16.23062978,11.4458519617716,4.7847778182284,"Steep","Aguijan","S.MARIAN"
1241,"AGU-00130",13.51602752,11.7308068275452,1.7852206924548,"Steep","Aguijan","S.MARIAN"
1242,"AGU-00202",20.1313409,21.0118427276611,-0.880501827661099,"Steep","Aguijan","S.MARIAN"
1243,"AGU-00120",13.3115058,5.52540612220764,7.78609967779236,"Steep","Aguijan","S.MARIAN"
1244,"AGU-00127",13.89300703,10.4237337112427,3.4692733187573,"Steep","Aguijan","S.MARIAN"
1245,"AGU-00142",11.6848113,10.4192209243774,1.2655903756226,"Steep","Aguijan","S.MARIAN"
1246,"AGU-00134",12.44236968,8.97942638397217,3.46294329602783,"Steep","Aguijan","S.MARIAN"
1247,"AGU-00138",8.821253563,3.87167364358902,4.94957991941098,"Shallow","Aguijan","S.MARIAN"
1248,"TIN-00197",9.380481269,8.51373386383057,0.866747405169431,"Shallow","Tinian","S.MARIAN"
1249,"TIN-00256",7.541284936,7.4392728805542,0.1020120554458,"Shallow","Tinian","S.MARIAN"
1250,"TIN-00227",11.08484986,8.95855331420898,2.12629654579102,"Steep","Tinian","S.MARIAN"
1251,"TIN-00213",10.04707729,5.50783205032349,4.53924523967651,"Steep","Tinian","S.MARIAN"
1252,"TIN-00194",6.126798719,4.77272415161133,1.35407456738867,"Shallow","Tinian","S.MARIAN"
1253,"TIN-00200",8.545096029,8.40932250022888,0.13577352877112,"Shallow","Tinian","S.MARIAN"
1254,"TIN-00262",12.65701795,10.0484919548035,2.6085259951965,"Steep","Tinian","S.MARIAN"
1255,"TIN-00261",11.36824284,9.29743003845215,2.07081280154785,"Steep","Tinian","S.MARIAN"
1256,"TIN-00182",3.615775265,2.67374205589294,0.94203320910706,"Shallow","Tinian","S.MARIAN"
1257,"TIN-00259",7.272582832,10.0922880172729,-2.8197051852729,"Shallow","Tinian","S.MARIAN"
1258,"TIN-00187",6.07630542,10.9186282157898,-4.8423227957898,"Shallow","Tinian","S.MARIAN"
1259,"TIN-00241",15.78316074,14.7302382787069,1.0529224612931,"Steep","Tinian","S.MARIAN"
1260,"TIN-00181",9.507117062,11.5693628787994,-2.0622458167994,"Shallow","Tinian","S.MARIAN"
1261,"TIN-00257",9.157190757,11.0098272959391,-1.8526365389391,"Shallow","Tinian","S.MARIAN"
1262,"TIN-00186",13.59873475,11.5878027677536,2.0109319822464,"Steep","Tinian","S.MARIAN"
1263,"TIN-00217",9.905077582,10.0567202568054,-0.1516426748054,"Shallow","Tinian","S.MARIAN"
1264,"SAI-00598",12.9575227,12.0887289047241,0.8687937952759,"Steep","Saipan","S.MARIAN"
1265,"SAI-00601",7.070754536,10.4570140838623,-3.3862595478623,"Shallow","Saipan","S.MARIAN"
1266,"SAI-00491",4.416141246,7.04009056091309,-2.62394931491309,"Shallow","Saipan","S.MARIAN"
1267,"SAI-00493",9.799388946,11.2614350318909,-1.4620460858909,"Shallow","Saipan","S.MARIAN"
1268,"SAI-00474",9.26582912,7.13436841964722,2.13146070035278,"Shallow","Saipan","S.MARIAN"
1269,"SAI-00436",8.476498697,6.48558712005615,1.99091157694385,"Shallow","Saipan","S.MARIAN"
1270,"SAI-00607",8.382343718,4.9910454750061,3.3912982429939,"Shallow","Saipan","S.MARIAN"
1271,"SAI-00457",21.98388874,16.7248268127441,5.2590619272559,"Steep","Saipan","S.MARIAN"
1272,"SAI-00535",11.4262325,13.3693060874939,-1.9430735874939,"Steep","Saipan","S.MARIAN"
1273,"SAI-00531",17.0541214,16.1778221130371,0.876299286962901,"Steep","Saipan","S.MARIAN"
1274,"SAI-00549",12.92707724,12.5662322044373,0.360845035562699,"Steep","Saipan","S.MARIAN"
1275,"SAI-00579",9.146244888,11.1781558990479,-2.0319110110479,"Shallow","Saipan","S.MARIAN"
1276,"SAI-00586",17.67477021,13.0482247670492,4.6265454429508,"Steep","Saipan","S.MARIAN"
1277,"SAI-00490",9.184251303,11.6533832550049,-2.4691319520049,"Shallow","Saipan","S.MARIAN"
1278,"SAI-00460",4.574973658,4.39707887172699,0.17789478627301,"Shallow","Saipan","S.MARIAN"
1279,"SAI-00459",3.90720269,0.867137432098389,3.04006525790161,"Shallow","Saipan","S.MARIAN"
1280,"SAI-00483",3.181828189,1.74952441453934,1.43230377446066,"Shallow","Saipan","S.MARIAN"
1281,"SAI-00526",3.162032532,6.76742506027222,-3.60539252827222,"Shallow","Saipan","S.MARIAN"
1282,"SAI-00498",4.159963603,7.84658336639404,-3.68661976339404,"Shallow","Saipan","S.MARIAN"
1283,"SAI-00537",4.45261255,1.57302558422089,2.87958696577911,"Shallow","Saipan","S.MARIAN"
1284,"SAI-00594",10.37352243,10.9936189651489,-0.6200965351489,"Steep","Saipan","S.MARIAN"
1285,"SAI-00480",8.346093169,5.73134660720825,2.61474656179175,"Shallow","Saipan","S.MARIAN"
1286,"SAI-00585",12.69414116,14.1434054374695,-1.4492642774695,"Steep","Saipan","S.MARIAN"
1287,"SAI-00583",10.86838253,11.1781558990479,-0.3097733690479,"Steep","Saipan","S.MARIAN"
1288,"SAI-00559",9.757065187,9.14055156707764,0.61651361992236,"Shallow","Saipan","S.MARIAN"
1289,"SAI-00430",6.033861002,6.54940748214722,-0.51554648014722,"Shallow","Saipan","S.MARIAN"
1290,"SAI-00568",11.94624104,12.7592339515686,-0.8129929115686,"Steep","Saipan","S.MARIAN"
1291,"SAI-00529",15.85251537,11.0774931907654,4.7750221792346,"Steep","Saipan","S.MARIAN"
1292,"SAI-00596",7.298730749,9.14055156707764,-1.84182081807764,"Shallow","Saipan","S.MARIAN"
1293,"SAI-00516",11.07928731,11.9892334938049,-0.9099461838049,"Steep","Saipan","S.MARIAN"
1294,"SAR-00125",23.24879371,24.5020580291748,-1.2532643191748,"Steep","Sarigan","N.MARIAN"
1295,"SAR-00137",25.2485893,21.0988101959229,4.1497791040771,"Steep","Sarigan","N.MARIAN"
1296,"SAR-00140",14.73340724,20.9233913421631,-6.1899841021631,"Steep","Sarigan","N.MARIAN"
1297,"SAR-00124",15.87638198,17.6619927883148,-1.7856108083148,"Steep","Sarigan","N.MARIAN"
1298,"SAR-00122",5.376366783,9.49474334716797,-4.11837656416797,"Shallow","Sarigan","N.MARIAN"
1299,"SAR-00133",18.86858938,27.1632582346598,-8.2946688546598,"Steep","Sarigan","N.MARIAN"
1300,"SAR-00129",24.5257548,22.3396428426107,2.1861119573893,"Steep","Sarigan","N.MARIAN"
1301,"SAR-00142",9.563023138,13.7045073509216,-4.1414842129216,"Shallow","Sarigan","N.MARIAN"
1302,"SAR-00149",12.39539642,16.8470821380615,-4.4516857180615,"Steep","Sarigan","N.MARIAN"
1303,"SAR-00126",7.696941758,16.8470821380615,-9.1501403800615,"Shallow","Sarigan","N.MARIAN"
1304,"PAG-00278",9.6781162,15.6123647689819,-5.9342485689819,"Shallow","Pagan","N.MARIAN"
1305,"PAG-00305",19.17540127,20.523110071818,-1.347708801818,"Steep","Pagan","N.MARIAN"
1306,"PAG-00349",3.824381092,1.70316779613495,2.12121329586505,"Shallow","Pagan","N.MARIAN"
1307,"PAG-00281",4.165220481,8.26972309748332,-4.10450261648332,"Shallow","Pagan","N.MARIAN"
1308,"PAG-00310",8.355595402,16.3366794586182,-7.9810840566182,"Shallow","Pagan","N.MARIAN"
1309,"PAG-00397",3.643668247,16.6395936012268,-12.9959253542268,"Shallow","Pagan","N.MARIAN"
1310,"PAG-00359",3.063860199,8.70905947685242,-5.64519927785242,"Shallow","Pagan","N.MARIAN"
1311,"PAG-00396",3.786363519,14.7231616973877,-10.9367981783877,"Shallow","Pagan","N.MARIAN"
1312,"PAG-00280",3.451633349,2.42900323867798,1.02263011032202,"Shallow","Pagan","N.MARIAN"
1313,"PAG-00313",4.056906337,5.62577903270721,-1.56887269570721,"Shallow","Pagan","N.MARIAN"
1314,"PAG-00326",27.91693226,23.8496360778809,4.0672961821191,"Steep","Pagan","N.MARIAN"
1315,"PAG-00315",8.053360296,19.310661315918,-11.257301019918,"Shallow","Pagan","N.MARIAN"
1316,"PAG-00339",8.875317504,15.4020175933838,-6.5267000893838,"Shallow","Pagan","N.MARIAN"
1317,"PAG-00252",11.27785613,16.5602912902832,-5.2824351602832,"Steep","Pagan","N.MARIAN"
1318,"PAG-00270",19.48940706,17.105214436849,2.384192623151,"Steep","Pagan","N.MARIAN"
1319,"PAG-00409",9.281719436,21.3944683074951,-12.1127488714951,"Shallow","Pagan","N.MARIAN"
1320,"PAG-00357",6.56854348,16.4157733917236,-9.8472299117236,"Shallow","Pagan","N.MARIAN"
1321,"PAG-00329",5.701723817,15.1759564081828,-9.4742325911828,"Shallow","Pagan","N.MARIAN"
1322,"PAG-00301",3.224178938,2.56856036186218,0.65561857613782,"Shallow","Pagan","N.MARIAN"
1323,"PAG-00319",3.252763976,3.28643488883972,-0.0336709128397201,"Shallow","Pagan","N.MARIAN"
1324,"PAG-00342",24.98513375,23.6575183868408,1.3276153631592,"Steep","Pagan","N.MARIAN"
1325,"PAG-00277",12.40410853,15.4495379130046,-3.0454293830046,"Steep","Pagan","N.MARIAN"
1326,"PAG-00250",11.58101076,9.07826519012451,2.50274556987549,"Steep","Pagan","N.MARIAN"
1327,"PAG-00389",3.118176671,4.9118332862854,-1.7936566152854,"Shallow","Pagan","N.MARIAN"
1328,"PAG-00249",22.56282343,17.4293677012126,5.1334557287874,"Steep","Pagan","N.MARIAN"
1329,"PAG-00332",3.803162113,6.57169246673584,-2.76853035373584,"Shallow","Pagan","N.MARIAN"
1330,"PAG-00295",5.144358222,10.4217712879181,-5.2774130659181,"Shallow","Pagan","N.MARIAN"
1331,"PAG-00246",19.13394484,19.0053939819336,0.128550858066401,"Steep","Pagan","N.MARIAN"
1332,"PAG-00352",20.77941181,16.719678401947,4.059733408053,"Steep","Pagan","N.MARIAN"
1333,"PAG-00360",22.75070387,16.2560133934021,6.4946904765979,"Steep","Pagan","N.MARIAN"
1334,"PAG-00291",5.779897516,5.56045770645142,0.219439809548581,"Shallow","Pagan","N.MARIAN"
1335,"PAG-00404",12.91192996,19.7044658660889,-6.7925359060889,"Steep","Pagan","N.MARIAN"
1336,"PAG-00383",8.387328045,22.4224109649658,-14.0350829199658,"Shallow","Pagan","N.MARIAN"
1337,"PAG-00361",23.33814328,19.261879603068,4.076263676932,"Steep","Pagan","N.MARIAN"
1338,"PAG-00369",24.87257808,21.0209840138753,3.8515940661247,"Steep","Pagan","N.MARIAN"
1339,"PAG-00366",20.54909546,14.2280540466309,6.3210414133691,"Steep","Pagan","N.MARIAN"
1340,"PAG-00405",25.85565411,19.9121031761169,5.9435509338831,"Steep","Pagan","N.MARIAN"
1341,"PAG-00406",27.81881602,22.0243403116862,5.7944757083138,"Steep","Pagan","N.MARIAN"
1342,"PAG-00363",9.265784702,6.83532881736755,2.43045588463245,"Shallow","Pagan","N.MARIAN"
1343,"ASC-00193",24.92747237,26.3615961074829,-1.4341237374829,"Steep","Asuncion","N.MARIAN"
1344,"ASC-00196",22.76502135,23.8275814056396,-1.0625600556396,"Steep","Asuncion","N.MARIAN"
1345,"ASC-00191",24.28135552,22.3702344894409,1.9111210305591,"Steep","Asuncion","N.MARIAN"
1346,"ASC-00202",20.33087241,24.7122421264648,-4.3813697164648,"Steep","Asuncion","N.MARIAN"
1347,"ASC-00187",22.99569739,19.9544038772583,3.0412935127417,"Steep","Asuncion","N.MARIAN"
1348,"ASC-00145",16.41776742,16.9792467753092,-0.561479355309199,"Steep","Asuncion","N.MARIAN"
1349,"ASC-00169",23.01964356,23.3272085189819,-0.307564958981903,"Steep","Asuncion","N.MARIAN"
1350,"ASC-00158",24.63088822,24.4652519226074,0.165636297392599,"Steep","Asuncion","N.MARIAN"
1351,"ASC-00182",21.34085358,22.3702344894409,-1.0293809094409,"Steep","Asuncion","N.MARIAN"
1352,"ASC-00161",23.21374038,24.3630933761597,-1.1493529961597,"Steep","Asuncion","N.MARIAN"
1353,"ASC-00150",5.979921862,6.52879333496094,-0.54887147296094,"Shallow","Asuncion","N.MARIAN"
1354,"ASC-00153",9.084124795,14.6187448501587,-5.5346200551587,"Shallow","Asuncion","N.MARIAN"
1355,"ASC-00139",9.711073532,11.0289325714111,-1.3178590394111,"Shallow","Asuncion","N.MARIAN"
1356,"ASC-00195",5.19122676,6.52879333496094,-1.33756657496094,"Shallow","Asuncion","N.MARIAN"
1357,"ASC-00176",10.80343453,9.9199652671814,0.8834692628186,"Steep","Asuncion","N.MARIAN"
1358,"ASC-00207",23.38332284,21.6645927429199,1.7187300970801,"Steep","Asuncion","N.MARIAN"
1359,"ASC-00173",11.09074651,11.0289325714111,0.0618139385888998,"Steep","Asuncion","N.MARIAN"
1360,"ASC-00177",4.753554961,6.52879333496094,-1.77523837396094,"Shallow","Asuncion","N.MARIAN"
1361,"ASC-00206",6.356394696,10.5661277770996,-4.2097330810996,"Shallow","Asuncion","N.MARIAN"
1362,"ASC-00170",6.359544937,8.93145704269409,-2.57191210569409,"Shallow","Asuncion","N.MARIAN"
1363,"ASC-00179",26.23781553,25.2091217041016,1.0286938258984,"Steep","Asuncion","N.MARIAN"
1364,"FDP-00116",24.67081026,23.7354259490967,0.935384310903299,"Steep","Farallon de Pajaros","N.MARIAN"
1365,"FDP-00146",23.410251,23.1569442749023,0.253306725097698,"Steep","Farallon de Pajaros","N.MARIAN"
1366,"FDP-00132",16.81223638,11.0820423364639,5.7301940435361,"Steep","Farallon de Pajaros","N.MARIAN"
1367,"FDP-00126",20.92535389,17.8602158228556,3.0651380671444,"Steep","Farallon de Pajaros","N.MARIAN"
1368,"FDP-00134",22.58399354,22.2129602432251,0.3710332967749,"Steep","Farallon de Pajaros","N.MARIAN"
1369,"FDP-00135",25.44653244,22.3280792236328,3.1184532163672,"Steep","Farallon de Pajaros","N.MARIAN"
1370,"FDP-00130",23.11212469,22.7748705546061,0.337254135393902,"Steep","Farallon de Pajaros","N.MARIAN"
1371,"FDP-00115",26.61327334,21.03327293396,5.58000040604,"Steep","Farallon de Pajaros","N.MARIAN"
